uniCode,parent,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_of_Code_Blocks
118-0-0-0,,C,backend.commands.vacuum.c,29,3875,28,746,126,345,401,1,31,94,126,"[1896, 1898, 1900, 1908, 1911, 1915, 1925, 1929, 1936, 1944, 1977, 2037, 2045, 2051, 2056, 2061, 2065, 2068, 2071, 2074, 2077, 2079, 2082, 2085, 2087, 2089, 2091, 2093]"
118-0-1894-1,118-0-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-0-1894-2,118-0-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-0-0-0,F,ExecContext_Init,10,21,1,15,0,5,10,0,0,0,0,[1896]
118-1-1896-1,118-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
118-1-1896-2,118-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-1896-3,118-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-1896-4,118-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-1896-5,118-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
118-1-1896-6,118-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-1896-7,118-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
118-1-1896-8,118-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-1-1896-9,118-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
118-1-1896-10,118-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
118-2-0-0,118-0-0-0,F,ExecContext_Finish,1,3,1,1,0,0,1,0,0,0,0,[1898]
118-2-1898-1,118-2-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
118-3-0-0,118-0-0-0,F,vacuum,17,232,1,19,5,7,12,1,1,3,5,[1900]
