Parent,uniCode,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,113-0-0-0,C,backend.commands.tablespace.c,14,1277,13,136,28,58,78,0,1,27,28,"[1222, 1231, 1233, 1235, 1244, 1248, 1250, 1254, 1258, 1261, 1270, 1272, 1276]"
113-0-0-0,113-0-1220-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-0-0-0,113-0-1220-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-0-0-0,113-1-0-0,F,TablespaceCreateDbspace,6,82,1,5,1,1,4,0,0,1,1,[1222]
113-1-0-0,113-1-1222-1,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
113-1-0-0,113-1-1222-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-1-0-0,113-1-1222-3,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-1-0-0,113-1-1222-4,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-1-0-0,113-1-1222-5,B,if-else/switch,2,65,2,0,0,0,0,0,0,0,0,"[1223, 1229]"
113-1-1222-5,113-1-1223-1,B,if-else/switch,2,53,2,1,0,0,1,0,0,0,0,"[1224, 1228]"
113-1-1223-1,113-1-1224-1,B,if-else/switch,1,32,2,4,0,1,3,0,0,0,0,"[1225, 1226]"
113-1-1224-1,113-1-1226-1,B,if,6,24,1,4,0,1,3,0,0,0,0,[1227]
113-1-1226-1,113-1-1227-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-1-1226-1,113-1-1227-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-1-1226-1,113-1-1227-3,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-1-1226-1,113-1-1227-4,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-1-1226-1,113-1-1227-5,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-1-1226-1,113-1-1227-6,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-1-1223-1,113-1-1228-1,D,Assignment,1,3,0,1,0,0,1,0,0,0,0,[]
113-1-1222-5,113-1-1229-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-1-0-0,113-1-1222-6,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-0-0-0,113-2-0-0,F,CreateTableSpace,0,3,1,0,0,0,0,0,0,0,0,[1231]
113-0-0-0,113-3-0-0,F,DropTableSpace,0,3,1,0,0,0,0,0,0,0,0,[1233]
113-0-0-0,113-4-0-0,F,remove_tablespace_directories,12,120,1,16,3,5,11,0,0,3,3,[1235]
113-4-0-0,113-4-1235-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-4-0-0,113-4-1235-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-4-0-0,113-4-1235-3,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
113-4-0-0,113-4-1235-4,B,if,1,14,1,1,0,0,1,0,0,0,0,[1236]
113-4-1235-4,113-4-1236-1,B,if,2,10,1,1,0,0,1,0,0,0,0,[1237]
113-4-1236-1,113-4-1237-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-4-1236-1,113-4-1237-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-4-0-0,113-4-1235-5,L,for/while,6,27,1,5,1,2,3,0,0,1,1,[1238]
113-4-1235-5,113-4-1238-1,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
113-4-1235-5,113-4-1238-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-4-1235-5,113-4-1238-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-4-1235-5,113-4-1238-4,B,if,1,5,1,0,1,0,0,0,0,1,1,[1239]
113-4-1238-4,113-4-1239-1,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-4-1235-5,113-4-1238-5,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-4-1235-5,113-4-1238-6,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-4-0-0,113-4-1235-6,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-4-0-0,113-4-1235-7,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-4-0-0,113-4-1235-8,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-4-0-0,113-4-1235-9,B,if,1,8,1,0,0,0,0,0,0,0,0,[1240]
113-4-1235-9,113-4-1240-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-4-0-0,113-4-1235-10,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-4-0-0,113-4-1235-11,B,if-else/switch,2,16,2,0,0,0,0,0,0,0,0,"[1241, 1242]"
113-4-1235-11,113-4-1241-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-4-1235-11,113-4-1242-1,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-4-0-0,113-4-1235-12,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-0-0-0,113-5-0-0,F,set_short_version,13,46,1,19,1,8,11,0,0,1,1,[1244]
113-5-0-0,113-5-1244-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-5-0-0,113-5-1244-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-5-0-0,113-5-1244-3,L,for/while,1,16,1,1,0,0,1,0,0,0,0,[1245]
113-5-1244-3,113-5-1245-1,B,if-else/switch,2,13,1,1,0,0,1,0,0,0,0,[1246]
113-5-1245-1,113-5-1246-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-5-1245-1,113-5-1246-2,B,if-else/switch,0,4,0,0,0,0,0,0,0,0,0,[]
113-5-0-0,113-5-1244-4,D,Assignment,4,1,0,4,0,3,1,0,0,0,0,[]
113-5-0-0,113-5-1244-5,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-5-0-0,113-5-1244-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-5-0-0,113-5-1244-7,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-5-0-0,113-5-1244-8,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-5-0-0,113-5-1244-9,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-5-0-0,113-5-1244-10,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-5-0-0,113-5-1244-11,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-5-0-0,113-5-1244-12,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-5-0-0,113-5-1244-13,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-0-0-0,113-6-0-0,F,RenameTableSpace,17,60,1,18,9,9,9,0,0,9,9,[1248]
113-6-0-0,113-6-1248-1,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
113-6-0-0,113-6-1248-2,D,Assignment,1,4,0,1,0,0,1,0,0,0,0,[]
113-6-0-0,113-6-1248-3,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-6-0-0,113-6-1248-4,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-6-0-0,113-6-1248-5,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-6-0-0,113-6-1248-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-6-0-0,113-6-1248-7,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-6-0-0,113-6-1248-8,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-6-0-0,113-6-1248-9,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
113-6-0-0,113-6-1248-10,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-6-0-0,113-6-1248-11,D,Assignment,1,4,0,1,0,0,1,0,0,0,0,[]
113-6-0-0,113-6-1248-12,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-6-0-0,113-6-1248-13,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-6-0-0,113-6-1248-14,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
113-6-0-0,113-6-1248-15,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-6-0-0,113-6-1248-16,D,Assignment,1,1,0,2,1,2,0,0,0,1,1,[]
113-6-0-0,113-6-1248-17,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
113-0-0-0,113-7-0-0,F,AlterTableSpaceOwner,8,90,1,30,8,15,15,0,0,8,8,[1250]
113-7-0-0,113-7-1250-1,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
113-7-0-0,113-7-1250-2,D,Assignment,1,4,0,1,0,0,1,0,0,0,0,[]
113-7-0-0,113-7-1250-3,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-7-0-0,113-7-1250-4,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
113-7-0-0,113-7-1250-5,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
113-7-0-0,113-7-1250-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-7-0-0,113-7-1250-7,B,if,12,61,1,22,4,12,10,0,0,4,4,[1251]
113-7-1250-7,113-7-1251-1,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
113-7-1250-7,113-7-1251-2,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-7-1250-7,113-7-1251-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-4,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-5,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-6,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-7,D,Assignment,3,4,0,3,0,2,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-8,B,if,3,7,1,4,1,1,3,0,0,1,1,[1252]
113-7-1251-8,113-7-1252-1,D,Assignment,2,2,0,2,1,1,1,0,0,1,1,[]
113-7-1251-8,113-7-1252-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-7-1251-8,113-7-1252-3,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-9,D,Assignment,5,1,0,5,0,4,1,0,0,0,0,[]
113-7-1250-7,113-7-1251-10,D,Assignment,1,1,0,2,1,2,0,0,0,1,1,[]
113-7-1250-7,113-7-1251-11,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
113-7-1250-7,113-7-1251-12,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
113-7-0-0,113-7-1250-8,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
113-0-0-0,113-8-0-0,F,assign_default_tablespace,1,14,1,0,1,0,0,0,0,1,1,[1254]
