Parent,uniCode,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,96-0-0-0,C,backend.commands.copy.c,35,3434,34,422,53,162,260,0,29,24,53,"[2753, 2756, 2759, 2763, 2765, 2767, 2769, 2776, 2789, 2791, 2794, 2796, 2799, 2802, 2816, 2823, 2834, 2846, 2851, 2853, 2880, 2892, 2911, 2913, 2933, 2945, 2948, 2970, 2980, 2989, 2991, 2993, 2995, 2997]"
96-0-0-0,96-0-2751-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-0-0-0,96-1-0-0,F,SendCopyBegin,1,40,1,4,3,2,2,0,0,3,3,[2753]
96-1-0-0,96-1-2753-1,B,if-else/switch,6,40,1,4,3,2,2,0,0,3,3,[2754]
96-1-2753-1,96-1-2754-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-1-2753-1,96-1-2754-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-1-2753-1,96-1-2754-3,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
96-1-2753-1,96-1-2754-4,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
96-1-2753-1,96-1-2754-5,L,for/while,0,2,0,0,0,0,0,0,0,0,0,[]
96-1-2753-1,96-1-2754-6,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
96-0-0-0,96-2-0-0,F,ReceiveCopyBegin,1,39,1,4,3,2,2,0,0,3,3,[2756]
96-2-0-0,96-2-2756-1,B,if-else/switch,6,37,1,4,3,2,2,0,0,3,3,[2757]
96-2-2756-1,96-2-2757-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-2-2756-1,96-2-2757-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-2-2756-1,96-2-2757-3,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
96-2-2756-1,96-2-2757-4,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
96-2-2756-1,96-2-2757-5,L,for/while,0,2,0,0,0,0,0,0,0,0,0,[]
96-2-2756-1,96-2-2757-6,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
96-0-0-0,96-3-0-0,F,SendCopyEnd,1,14,1,0,2,0,0,0,2,0,2,[2759]
96-3-0-0,96-3-2759-1,B,if-else/switch,3,14,2,0,2,0,0,0,2,0,2,"[2760, 2761]"
96-3-2759-1,96-3-2760-1,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
96-3-2759-1,96-3-2761-1,D,Assignment,1,1,0,0,1,0,0,0,1,0,1,[]
96-3-2759-1,96-3-2761-2,D,Assignment,1,1,0,0,1,0,0,0,1,0,1,[]
96-0-0-0,96-4-0-0,F,CopySendData,1,1,1,2,0,1,1,0,0,0,0,[2763]
96-4-0-0,96-4-2763-1,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-0-0-0,96-5-0-0,F,CopySendString,1,1,1,2,0,1,1,0,0,0,0,[2765]
96-5-0-0,96-5-2765-1,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-0-0-0,96-6-0-0,F,CopySendChar,1,1,1,1,0,0,1,0,0,0,0,[2767]
96-6-0-0,96-6-2767-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-0-0-0,96-7-0-0,F,CopySendEndOfRow,1,46,1,0,0,0,0,0,0,0,0,[2769]
96-7-0-0,96-7-2769-1,B,if-else/switch,5,42,3,0,0,0,0,0,0,0,0,"[2770, 2772, 2774]"
96-7-2769-1,96-7-2770-1,B,if,1,9,1,0,1,0,0,0,1,0,1,[2771]
96-7-2770-1,96-7-2771-1,D,Assignment,1,1,0,0,1,0,0,0,1,0,1,[]
96-7-2769-1,96-7-2770-2,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-7-2769-1,96-7-2772-1,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
96-7-2769-1,96-7-2772-2,B,if,0,7,1,0,0,0,0,0,0,0,0,[2773]
96-7-2769-1,96-7-2774-1,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
96-0-0-0,96-8-0-0,F,CopyGetData,3,93,1,12,0,5,7,0,0,0,0,[2776]
96-8-0-0,96-8-2776-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-8-0-0,96-8-2776-2,B,if-else/switch,5,89,3,10,0,4,6,0,0,0,0,"[2777, 2778, 2780]"
96-8-2776-2,96-8-2777-1,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
96-8-2776-2,96-8-2777-2,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-8-2776-2,96-8-2778-1,B,if,0,7,1,0,0,0,0,0,0,0,0,[2779]
96-8-2776-2,96-8-2778-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-8-2776-2,96-8-2780-1,L,for/while,6,59,1,10,0,4,6,0,0,0,0,[2781]
96-8-2780-1,96-8-2781-1,L,for/while,4,47,1,2,0,0,2,0,0,0,0,[2782]
96-8-2781-1,96-8-2782-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-8-2781-1,96-8-2782-2,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-8-2781-1,96-8-2782-3,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-8-2781-1,96-8-2782-4,B,if-else/switch,3,31,5,1,0,0,1,0,0,0,0,"[2783, 2784, 2785, 2786, 2787]"
96-8-2782-4,96-8-2784-1,D,Assignment,1,1,0,1,0,1,0,0,0,0,0,[]
96-8-2782-4,96-8-2785-1,D,Assignment,1,4,0,0,1,0,0,0,0,1,1,[]
96-8-2782-4,96-8-2787-1,D,Assignment,1,4,0,1,0,0,1,0,0,0,0,[]
96-8-2780-1,96-8-2781-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-8-2780-1,96-8-2781-3,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
96-8-2780-1,96-8-2781-4,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
96-8-2780-1,96-8-2781-5,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-8-2780-1,96-8-2781-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-8-0-0,96-8-2776-3,D,Assignment,1,1,0,1,0,1,0,0,0,0,0,[]
96-0-0-0,96-9-0-0,F,CopySendInt32,2,4,1,4,1,3,1,0,1,0,1,[2789]
96-9-0-0,96-9-2789-1,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-9-0-0,96-9-2789-2,D,Assignment,1,1,0,2,1,2,0,0,1,0,1,[]
96-0-0-0,96-10-0-0,F,CopyGetInt32,2,9,1,3,0,1,2,0,0,0,0,[2791]
96-10-0-0,96-10-2791-1,B,if,1,5,1,1,0,0,1,0,0,0,0,[2792]
96-10-2791-1,96-10-2792-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-10-0-0,96-10-2791-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-0-0-0,96-11-0-0,F,CopySendInt16,2,4,1,4,1,3,1,0,1,0,1,[2794]
96-11-0-0,96-11-2794-1,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-11-0-0,96-11-2794-2,D,Assignment,1,1,0,2,1,2,0,0,1,0,1,[]
96-0-0-0,96-12-0-0,F,CopyGetInt16,2,9,1,3,0,1,2,0,0,0,0,[2796]
96-12-0-0,96-12-2796-1,B,if,1,5,1,1,0,0,1,0,0,0,0,[2797]
96-12-2796-1,96-12-2797-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-12-0-0,96-12-2796-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-0-0-0,96-13-0-0,F,CopyLoadRawBuf,6,20,1,9,1,3,6,0,1,0,1,[2799]
96-13-0-0,96-13-2799-1,B,if-else/switch,2,9,1,2,0,0,2,0,0,0,0,[2800]
96-13-2799-1,96-13-2800-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-13-2799-1,96-13-2800-2,D,Assignment,1,2,0,1,0,0,1,0,0,0,0,[]
96-13-0-0,96-13-2799-2,D,Assignment,2,2,0,2,1,1,1,0,1,0,1,[]
96-13-0-0,96-13-2799-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-13-0-0,96-13-2799-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-13-0-0,96-13-2799-5,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-13-0-0,96-13-2799-6,D,Assignment,1,1,0,1,0,1,0,0,0,0,0,[]
96-0-0-0,96-14-0-0,F,DoCopy,40,471,1,41,8,15,26,0,3,5,8,[2802]
96-14-0-0,96-14-2802-1,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
96-14-0-0,96-14-2802-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-14-0-0,96-14-2802-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-14-0-0,96-14-2802-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-14-0-0,96-14-2802-5,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-14-0-0,96-14-2802-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-14-0-0,96-14-2802-7,L,for/while,2,88,1,3,0,1,2,0,0,0,0,[2803]
96-14-2802-7,96-14-2803-1,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
96-14-2802-7,96-14-2803-2,B,if-else/switch,2,83,1,1,0,0,1,0,0,0,0,[2804]
96-14-2803-2,96-14-2804-1,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-14-2803-2,96-14-2804-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
96-14-0-0,96-14-2802-8,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
96-14-0-0,96-14-2802-9,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
