Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,118-0-0-0,C,backend.commands.vacuum.c,29,3875,1,28,746,126,345,401,1,31,94,126,"[1896, 1898, 1900, 1908, 1911, 1915, 1925, 1929, 1936, 1944, 1977, 2037, 2045, 2051, 2056, 2061, 2065, 2068, 2071, 2074, 2077, 2079, 2082, 2085, 2087, 2089, 2091, 2093]"
118-0-0-0,118-0-1894-1,D,Assignment,1,1,206,0,1,0,0,1,0,0,0,0,[]
118-0-0-0,118-0-1894-2,D,Assignment,1,1,208,0,1,0,0,1,0,0,0,0,[]
118-0-0-0,118-1-0-0,F,ExecContext_Init,10,21,169,1,15,0,5,10,0,0,0,0,[1896]
118-1-0-0,118-1-1896-1,D,Assignment,2,1,169,0,2,0,1,1,0,0,0,0,[]
118-1-0-0,118-1-1896-2,D,Assignment,1,1,175,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-1-1896-3,D,Assignment,1,1,177,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-1-1896-4,D,Assignment,1,1,178,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-1-1896-5,D,Assignment,2,1,179,0,2,0,1,1,0,0,0,0,[]
118-1-0-0,118-1-1896-6,D,Assignment,1,1,180,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-1-1896-7,D,Assignment,2,1,184,0,2,0,1,1,0,0,0,0,[]
118-1-0-0,118-1-1896-8,D,Assignment,1,1,185,0,1,0,0,1,0,0,0,0,[]
118-1-0-0,118-1-1896-9,D,Assignment,2,1,186,0,2,0,1,1,0,0,0,0,[]
118-1-0-0,118-1-1896-10,D,Assignment,2,1,189,0,2,0,1,1,0,0,0,0,[]
118-0-0-0,118-2-0-0,F,ExecContext_Finish,1,3,195,1,1,0,0,1,0,0,0,0,[1898]
118-2-0-0,118-2-1898-1,D,Assignment,1,1,195,0,1,0,0,1,0,0,0,0,[]
118-0-0-0,118-3-0-0,F,vacuum,17,232,294,1,19,5,7,12,1,1,3,5,[1900]
118-3-0-0,118-3-1900-1,D,Assignment,3,1,294,0,2,1,1,1,1,0,0,1,[]
118-3-0-0,118-3-1900-2,B,if-else/switch,0,4,301,0,0,0,0,0,0,0,0,0,[]
118-3-0-0,118-3-1900-3,B,if-else/switch,2,7,320,1,2,1,1,1,0,0,1,1,[1901]
118-3-1900-3,118-3-1901-1,D,Assignment,1,1,322,0,1,1,1,0,0,0,1,1,[]
118-3-1900-3,118-3-1901-2,D,Assignment,1,1,323,0,1,0,0,1,0,0,0,0,[]
118-3-0-0,118-3-1900-4,B,if,0,2,332,0,0,0,0,0,0,0,0,0,[]
118-3-0-0,118-3-1900-5,D,Assignment,2,5,341,0,2,0,1,1,0,0,0,0,[]
118-3-0-0,118-3-1900-6,B,if,3,7,351,1,4,0,1,3,0,0,0,0,[1902]
118-3-1900-6,118-3-1902-1,D,Assignment,2,1,353,0,2,0,1,1,0,0,0,0,[]
118-3-1900-6,118-3-1902-2,D,Assignment,1,1,355,0,1,0,0,1,0,0,0,0,[]
118-3-1900-6,118-3-1902-3,D,Assignment,1,1,356,0,1,0,0,1,0,0,0,0,[]
118-3-0-0,118-3-1900-7,D,Assignment,2,1,358,0,2,0,1,1,0,0,0,0,[]
118-3-0-0,118-3-1900-8,D,Assignment,2,1,361,0,2,0,1,1,0,0,0,0,[]
118-3-0-0,118-3-1900-9,D,Assignment,2,1,367,0,2,1,1,1,0,1,0,1,[]
118-3-0-0,118-3-1900-10,B,if-else/switch,2,14,383,1,1,0,0,1,0,0,0,0,[1903]
118-3-1900-10,118-3-1903-1,D,Assignment,1,1,387,0,1,0,0,1,0,0,0,0,[]
118-3-1900-10,118-3-1903-2,B,if-else/switch,0,8,388,0,0,0,0,0,0,0,0,0,[]
118-3-0-0,118-3-1900-11,B,if,0,6,402,0,0,0,0,0,0,0,0,0,[]
118-3-0-0,118-3-1900-12,B,if,2,9,417,1,0,1,0,0,0,0,1,1,[1904]
118-3-1900-12,118-3-1904-1,B,if,0,2,420,0,0,0,0,0,0,0,0,0,[]
118-3-1900-12,118-3-1904-2,D,Assignment,1,1,424,0,0,1,0,0,0,0,1,1,[]
118-3-0-0,118-3-1900-13,D,Assignment,1,1,491,0,1,0,0,1,0,0,0,0,[]
118-3-0-0,118-3-1900-14,B,if,1,10,496,1,0,1,0,0,0,0,1,1,[1905]
